aleph system no.,dom id,author (o),author (n),author_wikidata_url,author_wikidata_id,title (o),title (n),metadata,edition,other authors (o),other authors (n),series,subject,imprint (o),p year,p location,p name,type
14602858,lsidyv2eb18738,"inchbald, mrs., 1753-1821","inchbald, elizabeth",https://www.wikidata.org/wiki/Q469974,Q469974,next door neighbours; a comedy; in three acts [and in prose]. from the french dramas l'indigent [by l. s. mercier] and le dissipateur [by p. néricault destouches]. [electronic resource],next door neighbours; a comedy; in three acts,[and in prose]. from the french dramas l'indigent [by l. s. mercier] and le dissipateur [by p. néricault destouches].,,"destouches, néricault, 1680-1754","destouches, néricault",,,"london, 1791.",1791,london,,comedy
14605599,lsidyv3031fb89,,,,,"the traveller; or, the marriage in sicily [a comedy], in three acts [and in prose. by guglielmo]. [electronic resource]","the traveller; or, the marriage in sicily","[a comedy], in three acts [and in prose. by guglielmo].",,,,,,"london, 1809.",1809,london,,comedy
14608193,lsidyv3097b1af,"claris de florian, jean pierre.","claris de florian, jean pierre",https://www.wikidata.org/wiki/Q551740,Q551740,look before you leap. a comedy in one act ... translated from ... la bonne mère ... by horatio robson. [electronic resource],look before you leap. a comedy in one act,translated from...la bonne mère ... by horatio robson.,,"claris de florian, jean pierre. -- robson, horatio.","claris de florian, jean pierre. robson, horatio",,,"london : harrison & co., 1788.",1788,london,harrison & co.,comedy
14608240,lsidyv32b79f0b,,,,,"mercurius britanicus; or, the english intelligencer. a tragic-comedy, at paris. acted with great applause. [in four acts and in prose. by r. braithwait.] [electronic resource]","mercurius britanicus; or, the english intelligencer. a tragic-comedy",at paris. acted with great applause. [in four acts and in prose. by r. braithwait.],,"brathwaite, richard, 1588?-1673.","brathwaite, richard",,,"[london,] , 1641.",1641,london,,comedy
14608260,lsidyv32b62fd6,"sedaine, 1719-1797",sedaine,https://www.wikidata.org/wiki/Q367243,Q367243,"a key to the lock, a comedy in two acts. [translated from “la gageure imprévue.”] [electronic resource]","a key to the lock, a comedy in two acts",[translated from “la gageure imprévue.”],,,,,,"london, 1788.",1788,london,,comedy
14608350,lsidyv3350ad04,,,,,"[a tragi-comedy [in one act and in prose], called new-market fayre, or a parliament out-cry of state-commodities, set to sale. (the second part of the tragi-comedy, called new-market-fayre [in five acts and in prose]. or mrs parliament's new figaryes. written by the man in the moon.)] [electronic resource]","a tragi-comedy called new-market fayre, or a parliament out-cry of state-commodities, set to sale.","[in one act and in prose (the second part of the tragi-comedy, called new-market-fayre [in five acts and in prose]. or mrs parliament's new figaryes. written by the man in the moon.)",the second edition; corrected  by the author pt 1,,,,,"[london?] : printed at you may go look, 1649.",1649,london,,comedy
14608385,lsidyv32ba359b,,,,,"[a day in turkey.] airs, duets, choruses, &c., in the new comedy, called, a day in turkey; or, the russian slaves. [by h. cowley.] [electronic resource]","a day in turkey. airs, duets, choruses, &c., in the new comedy, called, a day in turkey; or, the russian slaves",[by h. cowley],,"cowley, hannah.","cowley, hannah",,,"london, 1791.",1791,london,,comedy
14608440,lsidyv3382ba78,,,,,"caledonia; or, the pedlar turn'd merchant. a tragi-comedy, as it was acted by his majesty's subjects of scotland, in the king of spain's province of darien. [in verse.] [electronic resource]","caledonia; or, the pedlar turn'd merchant. a tragi-comedy","as it was acted by his majesty's subjects of scotland, in the king of spain's province of darien. [in verse.]",,,,,,"london, 1700.",1700,london,,comedy
14608707,lsidyv338a83c0,,,,,candour: an enquiry into the real merits of the salisbury comedians. (a poem.). [electronic resource],candour: an enquiry into the real merits of the salisbury comedians,(a poem.),,,,,,"london : r. horsfield, 1768.",1768,london,r. horsfield,comedy
14616769,lsidyv34eca295,"harris, richard, 1833-1906.","harris, richard",,,the last of the ramshackles. a comedy in three acts. [with ms. corrections by the author.] [electronic resource],the last of the ramshackles. a comedy in three acts,[with ms. corrections by the author.],,,,,,"london : hutchings & crowsley, 1882.",1882,london,hutchings & crowsley,comedy
14616776,lsidyv34ecb2ab,"hayes, frederick william.","hayes, frederick william",https://www.wikidata.org/wiki/Q19974827,Q19974827,"ethel. comedy, in three acts. [electronic resource]","ethel. comedy, in three acts",,,,,,,"london : bemrose & sons, [1880?].",1880,london,bemrose & sons,comedy
14616777,lsidyv34ecb1e2,"hayes, frederick william.","hayes, frederick william",https://www.wikidata.org/wiki/Q19974827,Q19974827,five per cent. an original comedietta in one act. [electronic resource],five per cent. an original comedietta in one act,,,,,,,"london : platrier & sons, 1882.",1882,london,platrier & sons,comedy
14616778,lsidyv34ecb3ec,"hayes, frederick william.","hayes, frederick william",https://www.wikidata.org/wiki/Q19974827,Q19974827,a novel idea. comedietta in one act. [electronic resource],a novel idea. comedietta in one act,,,,,,,"london : platrier & sons, 1883.",1883,london,platrier & sons,comedy
14616790,lsidyv349bc99a,,,,,"hodge-podge. gladdy and dizzy, or the rivals. a little comedy in two acts. [electronic resource]","hodge-podge. gladdy and dizzy, or the rivals. a little comedy in two acts",,,"disraeli, benjamin, earl of beaconsfield, 1804-1881 -- gladstone, w. e. (william ewart), 1809-1898","disraeli, benjamin. w. e. william ewart",,,"] william blackwood & sons : [london & edinburgh, 1884.",1884,london & edinburgh,william blackwood & sons,comedy
14616801,lsidyv34ec7791,"hopwood, aubrey, 1863-","hopwood, aubrey",https://www.wikidata.org/wiki/Q21000608,Q21000608,"the merry-go-round. musical comedy ... lyrics by a. hopwood, etc. [electronic resource]",the merry-go-round. musical comedy,"lyrics by a. hopwood, etc....",,,,,,"london : francis, day & hunter, [1899.].",1899,london,francis day & hunter,comedy
14616862,lsidyv34af804a,"lee, harold.","lee, harold",,,"on the indian ocean: comedietta, in one act [and in prose]. [electronic resource]","on the indian ocean: comedietta, in one act",[and in prose].,,,,,,"liverpool, 1876.",1876,liverpool,,comedy
14617009,lsidyv34edff4f,"raleigh, walter alexander, sir, 1861-1922.","raleigh, walter alexander",https://www.wikidata.org/wiki/Q7965909,Q7965909,"the riddle. a pleasant pastoral comedy adapted from the wife of bath's tale as it is set forth in the works of master geoffrey chaucer. presented at otterspool on midsummers eve, 1895. [electronic resource]",the riddle. a pleasant pastoral comedy," adapted from the wife of bath's tale as it is set forth in the works of master geoffrey chaucer. presented at otterspool on midsummers eve, 1895",,"chaucer, geoffrey, d. 1400","chaucer, geoffrey, d.",,,"liverpool : d. marples & co., 1895.",1895,liverpool,d. marples & co.,comedy
14617026,lsidyv34ece118,"robertson, thomas william, the elder.","robertson, thomas william",https://www.wikidata.org/wiki/Q952708,Q952708,"caste: an original comedy, etc. [electronic resource]","caste: an original comedy, etc.",,,,,,,[1867].,1867,,,comedy
14617027,lsidyv34ece421,"robertson, thomas william, the elder.","robertson, thomas william",https://www.wikidata.org/wiki/Q952708,Q952708,"home. a comedy, etc. [electronic resource]","home. a comedy, etc.",,,,,,,[1869].,1869,,,comedy
14617028,lsidyv34ecec45 -- lsidyv34f5173e,"robertson, thomas william, the elder.","robertson, thomas william",https://www.wikidata.org/wiki/Q952708,Q952708,"a new and original comedy [later entitled “birth”], in three acts. [electronic resource]","a new and original comedy, later entitled “birth”, in three acts",,,,,,,[1870].,1870,,,comedy
14617029,lsidyv34ece63a,"robertson, thomas william, the elder.","robertson, thomas william",https://www.wikidata.org/wiki/Q952708,Q952708,"“ours”: an original comedy, etc. [electronic resource]","“ours”: an original comedy, etc.",,,,,,,[1870].,1870,,,comedy
14628779,lsidyv3985ad2d,"carlton, sidney.","carlton, sidney",,,"monte carlo, a musical comedy. words by s. carlton. lyrics by harry greenbank, etc. [electronic resource]","monte carlo, a musical comedy."," words by s. carlton. lyrics by harry greenbank, etc.",,"greenbank, harry.","greenbank, harry",,,"london : hopwood & crew, [1896.].",1896,london,hopwood & crew,comedy
14628812,lsidyv314c1e8a,"fagan, christophe barthélemi.","fagan, christophe barthélemi",,,[the guardian: a comedy of two acts [and in prose. translated and altered from the pupille of c. b. f. by d. garrick] ... fourth edition.] [electronic resource],the guardian: a comedy of two acts,[and in prose. translated and altered from the pupille of c. b. f. by d. garrick] fourth edition....,fourth edition,"garrick, david.","garrick, david",,,"london, 1773.",1773,london,,comedy
14628919,lsidyv39535c31,"ross, adrian, 1859-1933.","ross, adrian",https://www.wikidata.org/wiki/Q3605637,Q3605637,[go-bang. a musical farcical comedy in two acts ... lyrics.] [electronic resource],go-bang. a musical farcical comedy in two acts,lyrics....,another edition,,,,,"london : j. williams, [1894.].",1894,london,j. williams,comedy
14628920,lsidyv398487f1,"ross, adrian, 1859-1933.","ross, adrian",https://www.wikidata.org/wiki/Q3605637,Q3605637,morocco bound. a musical farcical comedy. libretto by a. branscombe. lyrics by adrian ross ... lyrics. [electronic resource],morocco bound. a musical farcical comedy., libretto by a. branscombe. lyrics by adrian ross lyrics....,,,,,,"london : j. williams, [1894.].",1894,london,j. williams,comedy
14628961,lsidyv3984da69,"watson, t. malcolm.","watson, t. malcolm",https://www.wikidata.org/wiki/Q78901251,Q78901251,"tally ho! a comedietta, etc. [electronic resource]","tally ho! a comedietta, etc.",,,,,,,"london : j. williams, 1894.",1894,london,j. williams,comedy
14635257,lsidyv314e64cd,,,,,amelia. a musical entertainment of two acts. [by r. cumberland. altered and abridged from the comedy of the “summer's tale” by the same author.] [electronic resource],amelia. a musical entertainment of two acts,[by r. cumberland. altered and abridged from the comedy of the “summer's tale” by the same author.],,,,,,"london : j. dodsley & w. johnston, 1768.",1768,london,j. dodsley & w. johnston,comedy
14635419,lsidyv3a580e7f,"kemble, john philip, 1757-1823.","kemble, john philip",https://www.wikidata.org/wiki/Q1701422,Q1701422,the farm house; a comedy in three acts [and in prose]; as altered [from c. johnson's country lasses]. [electronic resource],the farm house; a comedy in three acts,[and in prose]; as altered [from c. johnson's country lasses].,,"johnson, charles, dramatic writer.","johnson, charles",,,"london, 1789.",1789,london,,comedy
14635543,lsidyv3a5835fc,"tobin, john, 1770-1804.","tobin, john",https://www.wikidata.org/wiki/Q15515137,Q15515137,"the school for authors: a comedy, in three acts [in prose], etc. [electronic resource]","the school for authors: a comedy, in three acts etc.","[in prose], etc.",,,,,,"london, 1808.",1808,london,,comedy
14643512,lsidyv3a8ac5d7,,,,,"the petition of an old uninhabited house in penzance to its master in town: with hints to the author of john bull, a comedy ... second edition. [in verse. by charles valentine le grice.] [electronic resource]","the petition of an old uninhabited house in penzance to its master in town: with hints to the author of john bull, a comedy",second edition. [in verse. by charles valentine le grice.]...,,"le grice, c. v. (charles valentine), 1773-1858.","le grice, c. v. charles valentine",,,"penzance : t. vigurs, 1823.",1823,penzance,t. vigurs,comedy
14774146,lsidyv32befcf7,"mew, egan.","mew, egan",,,"a london comedy, etc. (second edition.). [electronic resource]","a london comedy, etc. (second edition.)",,,,,,,"pp. 96. e. mathews: london, 1899.",1899,london,e. mathews,comedy
14774152,lsidyv3abc0536,"murphy, arthur, 1727-1805.","murphy, arthur",https://www.wikidata.org/wiki/Q2865268,Q2865268,"the old maid. a comedy in two acts, etc. [electronic resource]","the old maid. a comedy in two acts, etc.",,,,,,,"london : printed for p. vaillant, 1761.",1761,london,printed for p. vaillant,comedy
14804138,lsidyv338ee272,,,,,"she ventures, and he wins. a comedy ... writen by a young lady. [the preface signed: ariadne.] [electronic resource]","she ventures, and he wins. a comedy",writen by a young lady. [the preface signed: ariadne.]...,,,,,,"london : for hen. rhodes, etc., 1696.",1696,london,for hen. rhodes etc.,comedy
14804139,lsidyv338ee3fb,,,,,"πλουτοφθαλμια πλουτογαμια. a pleasant comedie, entituled hey for honesty, down with knavery. translated out of aristophanes his plutus, by tho: randolph. augmented and published by f. j. [i.e. f. jaques or jacques?] [electronic resource]","πλουτοφθαλμια πλουτογαμια. a pleasant comedie, entituled hey for honesty, down with knavery","translated out of aristophanes his plutus, by tho: randolph. augmented and published by f. j. [i.e. f. jaques or jacques?]",,"f. j. -- jaques, f. -- randolph, thomas, dramatist.","f. j. jaques, f. randolph, thomas",,,"london, 1651.",1651,london,,comedy
14804204,lsidyv3498816a,"arnold, samuel james, 1774-1852.","arnold, samuel james",https://www.wikidata.org/wiki/Q15433525,Q15433525,"man and wife; or, more secrets than one: a comedy, in five acts, etc. [electronic resource]","man and wife; or, more secrets than one: a comedy, in five acts, etc.",,,,,,,"london : richard phillips, 1809.",1809,london,richard phillips,comedy
14804205,lsidyv34933f4b,"arnold, samuel james, 1774-1852.","arnold, samuel james",https://www.wikidata.org/wiki/Q15433525,Q15433525,"[man and wife; or, more secrets than one: a comedy, in five acts, etc.] [electronic resource]","man and wife; or, more secrets than one: a comedy, in five acts, etc.",,the second edition,,,,,"london : richard phillips, 1809.",1809,london,richard phillips,comedy
14804206,lsidyv307bf1d9,"arnold, samuel james, 1774-1852.","arnold, samuel james",https://www.wikidata.org/wiki/Q15433525,Q15433525,"[man and wife; or, more secrets than one: a comedy, in five acts, etc.] [electronic resource]","man and wife; or, more secrets than one: a comedy, in five acts, etc.",,the eighth edition,,,,,"london : richard phillips, 1809.",1809,london,richard phillips,comedy
14804233,lsidyv39927169,"arundell, william arundell harris.","arundell, william arundell harris",https://www.wikidata.org/wiki/Q134493238,Q134493238,the contested election. a comedy in three acts. [electronic resource],the contested election. a comedy in three acts,,,,,,,"launceston : e. maddox, 1856.",1856,lauceston,e. maddox,comedy
14804265,lsidyv338ebcb7,,,,,the astrologer; a comedy. [by james ralph.] [electronic resource],the astrologer; a comedy,[by james ralph.],,"ralph, james, miscellaneous writer.","ralph, james",,,"london : m. cooper, 1744.",1744,london,m. cooper,comedy
14804408,lsidyv338f63a4,"brewer, anthony, fl. 1630-1655.","brewer, anthony",https://www.wikidata.org/wiki/Q113807706,Q113807706,the countrie girle. a comedie ... [in verse.] by t. b. [electronic resource],the countrie girle. a comedie,[in verse.] by t. b....,,,,,,"london : for a. r., 1647.",1647,london,for a. r.,comedy
14804417,lsidyv349ba44b,,,,,"the whimsical bachelor, or married at last. a comedy in two acts. written by a novice who has never beheld the interior of the green room [i.e. henry victor]. [electronic resource]","the whimsical bachelor, or married at last. a comedy in two acts",written by a novice who has never beheld the interior of the green room [i.e. henry victor].,,"victor, henry.","victor, henry",,,"penzance : b. downing, [1869.].",1869,penzance,b. downing,comedy
14804472,lsidyv3a91978b,"bain, francis william.","bain, francis william",https://www.wikidata.org/wiki/Q1003430,Q1003430,dmitri: a tragi comedy. [electronic resource],dmitri: a tragi comedy,,,,,,,"london : percival & co., 1890.",1890,london,percival & co.,comedy
14804621,lsidyv3b2cfff3,"barker, afterwards broome, mary anne, lady.","broome, mary anne",https://www.wikidata.org/wiki/Q6778935,Q6778935,"spring comedies, etc. [electronic resource]","spring comedies, etc.",,,,,,,"london & new york : macmillan & co., 1871.",1871,london & new york,macmillan & co.,comedy
14804691,lsidyv34702b0a -- lsidyv2eb406f3,"barrett, eaton stannard.","barrett, eaton stannard",https://www.wikidata.org/wiki/Q5331374,Q5331374,"“my wife! what wife?” a comedy, in three acts. [electronic resource]","“my wife! what wife?” a comedy, in three acts",,,,,,,"london : c. chapple, 1815.",1815,london,c. chapple,comedy
14804814,lsidyv352c4ce4,"aubigny, m. d'","aubigny, m. d'",https://www.wikidata.org/wiki/Q230670,Q230670,"the green man: a comedy, in three acts ... from the french of m.m. d'aubigny et poujol, by richard jones. [electronic resource]","the green man: a comedy, in three acts","from the french of m.m. d'aubigny et poujol, by richard jones....",,"jones, richard, dramatic writer. -- poujol, adolphe, 1811-1898.","jones, richard. poujol, adolphe",,,"london : william fearman, 1818.",1818,london,william fearman,comedy
14804889,lsidyv338f0b90,"beaumont, francis, 1584-1616.","beaumont, francis",https://www.wikidata.org/wiki/Q313932,Q313932,"the elder brother: a comedie ... written by f. beaumont and j. fletcher [or more probably written by fletcher, and revised by massinger] ... the second edition, corrected and amended. [electronic resource]",the elder brother: a comedie,"written by f. beaumont and j. fletcher [or more probably written by fletcher, and revised by massinger]...the second edition, corrected and amended.",,,,,,"london : for humphrey moseley, 1651.",1651,london,for humphrey moseley,comedy
14804905,lsidyv345c70cd -- lsidyv3353a0dd,"beaumont, francis, 1584-1616.","beaumont, francis",https://www.wikidata.org/wiki/Q313932,Q313932,"wit without money. a comedie ... written by f. beamount [sic], and j. flecher, gent. [or rather, by fletcher alone]. [electronic resource]",wit without money. a comedie,"written by f. beamount [sic], and j. flecher, gent. [or rather, by fletcher alone]....",,,,,,"london : thomas cotes, for andrew crooke & william cooke, 1639.",1639,london,thomas cotes for andrew crooke & william cooke,comedy
14804906,lsidyv338f0d55,"beaumont, francis, 1584-1616.","beaumont, francis",https://www.wikidata.org/wiki/Q313932,Q313932,"[the woman hater [a comedy, in five acts, in prose and verse; by j. fletcher and f. beaumont?].] [electronic resource]",the woman hater,"[a comedy, in five acts, in prose and verse; by j. fletcher and f. beaumont?].",another edition the woman hater a comedy in five acts and in verse and prose  written by john fletcher gent or rather by beaumont and fletcher,,,,,"london : for h. moseley, 1648.",1648,london,for h. moseley,comedy
14804914,lsidyv338ee0c0,,,,,"the mistaken beauty, or, the lyar. a comedy. [a translation of p. corneille's “le menteur.”] [electronic resource]","the mistaken beauty, or, the lyar. a comedy",[a translation of p. corneille's “le menteur.”],,"corneille, pierre, 1606-1684.","corneille, pierre",,,"london : for simon neale, 1685.",1685,london,for simon neale,comedy
14804962,lsidyv338f39d3,"behn, aphra, 1640-1689","behn, aphra",https://www.wikidata.org/wiki/Q231886,Q231886,"the city-heiress: or, sir timothy treat-all. a comedy. [electronic resource]","the city-heiress: or, sir timothy treat-all. a comedy",,,,,,,"london : d. brown, etc., 1682.",1682,london,d. brown etc.,comedy
14804963,lsidyv338f3bd4,"behn, aphra, 1640-1689","behn, aphra",https://www.wikidata.org/wiki/Q231886,Q231886,"[the city-heiress: or, sir timothy treat-all. a comedy.] [electronic resource]","the city-heiress: or, sir timothy treat-all. a comedy",,another edition,,,,,"london : richard wellington, 1698.",1698,london,richard wellington,comedy
14804965,lsidyv342725b9,"behn, aphra, 1640-1689","behn, aphra",https://www.wikidata.org/wiki/Q231886,Q231886,"the forc'd marriage; or, the jealous bridegroom; a tragi-comedy. [in verse.] [electronic resource]","the forc'd marriage; or, the jealous bridegroom; a tragi-comedy",[in verse.],,,,,,"london : h. l. & r. b. for james magnus, 1671.",1671,london,h. l. & r. b. for james magnus,comedy
14804966,lsidyv3426f496,"behn, aphra, 1640-1689","behn, aphra",https://www.wikidata.org/wiki/Q231886,Q231886,"the lucky chance, or an alderman's bargain. a comedy. [electronic resource]","the lucky chance, or an alderman's bargain. a comedy",,,,,,,"london : r. h. for w. canning, 1687.",1687,london,r. h. for w. canning,comedy
14804967,lsidyv3422035e,"behn, aphra, 1640-1689","behn, aphra",https://www.wikidata.org/wiki/Q231886,Q231886,"the widdow ranter, or, the history of bacon in virginia. a tragi-comedy. [the editor's preface signed: g. j.] [electronic resource]","the widdow ranter, or, the history of bacon in virginia. a tragi-comedy",[the editor's preface signed: g. j.],,"dryden, john, 1631-1700. -- j., g.","dryden, john j., g.",,,"london : james knapton, 1690.",1690,london,james knapton,comedy
14805002,lsidyv34931b7e,"bell, florence eveleen eleanore, lady.","bell, florence eveleen eleanore",https://www.wikidata.org/wiki/Q1239638,Q1239638,chamber comedies. a collection of plays and monologues for the drawing room. [electronic resource],chamber comedies. a collection of plays and monologues for the drawing room,,,,,,,"london : longmans & co., 1890.",1890,london,longmans & co.,comedy
14805026,lsidyv3499acae,"bell, robert, author of “the life of canning.”.","bell, robert",https://www.wikidata.org/wiki/Q7342007,Q7342007,"[mothers and daughters: a comedy in five acts, etc.] [electronic resource]","mothers and daughters: a comedy in five acts, etc.",,second edition with an explanatory preface,,,,,"london : john mortimer, 1844.",1844,london,john mortimer,comedy
14805645,lsidyv338f3f9a,"boothby, frances.","boothby, frances",https://www.wikidata.org/wiki/Q1440790,Q1440790,"marcelia: or, the treacherous friend. a tragicomedy, etc. [electronic resource]","marcelia: or, the treacherous friend. a tragicomedy, etc.",,,,,,,"london : for will. cademan & giles widdowes, 1670.",1670,london,for will. cademan & giles widdowes,comedy
14805706,lsidyv3499b08f,"boucicault, dion, 1820-1890.","boucicault, dion",https://www.wikidata.org/wiki/Q582694,Q582694,"[london assurance, a comedy, in five acts.] [electronic resource]","london assurance, a comedy, in five acts",,the second edition,,,,,"london : printed for the author, 1841.",1841,london,printed for the author,comedy
14805929,lsidyv3a3d9b1a,"brewer, john francis.","brewer, john francis",https://www.wikidata.org/wiki/Q68622017,Q68622017,the speculators. a comedy. [electronic resource],the speculators. a comedy,,,,,,,"london : methuen & co., 1897.",1897,london,methuen & co.,comedy
14805937,lsidyv345b0a4d,,,,,"the counterfeit bridegroom: or, the defeated widow. a comedy, as it is acted at his royal highness the duke's theatre. [in verse. an adaptation, sometimes attributed to thomas betterton, of “no wit, no help like a woman,” by thomas middleton.] [electronic resource]","the counterfeit bridegroom: or, the defeated widow. a comedy","as it is acted at his royal highness the duke's theatre. [in verse. an adaptation, sometimes attributed to thomas betterton, of “no wit, no help like a woman,” by thomas middleton.]",,"middleton, thomas, dramatist.","middleton, thomas",,,"london : for langley curtiss, 1677.",1677,london,for langley curtiss,comedy
14805948,lsidyv3944fed3,"bridges, robert, 1844-1930.","bridges, robert",https://www.wikidata.org/wiki/Q925991,Q925991,the humours of the court: a comedy; and other poems. [electronic resource],the humours of the court: a comedy; and other poems,,,,,,,"pp. 185. g. bell & sons: london; boston [printed], 1893.",1893,boston,g. bell & sons.,comedy
14806005,lsidyv345c61df,"brome, richard, d. 1652?","brome, richard",https://www.wikidata.org/wiki/Q3430577,Q3430577,"the queenes exchange, a comedy, etc. [in verse. edited by h. brome.] [electronic resource]","the queenes exchange, a comedy, etc.",[in verse. edited by h. brome.],,"brome, henry.","brome, henry",,,"london : for henry brome, 1657.",1657,london,for henry brome,comedy
14806006,lsidyv345b03ea,"brome, richard, d. 1652?","brome, richard",https://www.wikidata.org/wiki/Q3430577,Q3430577,the sparagus garden: a comedie. [in verse.] [electronic resource],the sparagus garden: a comedie,[in verse.],,,,,,"london : j. okes, for francis constable, 1640.",1640,london,j. okes for francis constable,comedy
14806345,lsidyv349b58ca,"bunn, alfred.","bunn, alfred",https://www.wikidata.org/wiki/Q4722386,Q4722386,"the minister and the mercer. a comedy, in five acts, etc. [electronic resource]","the minister and the mercer. a comedy, in five acts, etc.",,,,,,,"london : john miller, 1834.",1834,london,john miller,comedy
14806927,lsidyv345ce933,"carpenter, richard, vicar of poling.","carpenter, richard",https://www.wikidata.org/wiki/Q7324632,Q7324632,a new play call'd the pragmatical jesuit newleven'd. a comedy. [with a portrait.] [electronic resource],a new play call'd the pragmatical jesuit newleven'd. a comedy,[with a portrait.],,,,,,"london : for n. r., [1665?].",1665,london,for n. r.,comedy
14806956,lsidyv349cace9,"centlivre, susanna, 1667?-1723.","centlivre, susanna",https://www.wikidata.org/wiki/Q931103,Q931103,"[the gamester: a comedy, etc. [by susanna carroll, afterwards centlivre. based on “le joueur” of jean françois regnard.]] [electronic resource]","the gamester: a comedy, etc.","[by susanna carroll, afterwards centlivre. based on “le joueur” of jean françois regnard.]",the second edition,,,,,1708,1708,,,comedy
14806978,lsidyv338f423c,"caryl, john.","caryl, john",https://www.wikidata.org/wiki/Q6225416,Q6225416,"sir salomon; or, the cautious coxcomb; a comedy. [in five acts and in prose. by j. caryl.] [electronic resource]","sir salomon; or, the cautious coxcomb; a comedy",[in five acts and in prose. by j. caryl.],,,,,,"london, 1671.",1671,london,,comedy
14807036,lsidyv338f44d9,"cavendish, william, duke of newcastle.","cavendish, william",https://www.wikidata.org/wiki/Q1101373,Q1101373,"the triumphant widow, or the medley of humours. a comedy. [electronic resource]","the triumphant widow, or the medley of humours. a comedy",,,,,,,"london : j. m. for h. herringman, 1677.",1677,london,j. m. for h. herringman,comedy
14807071,lsidyv345b32c8,"chamberlaine, william, of shaftesbury, dorset.","chamberlaine, william",https://www.wikidata.org/wiki/Q8006678,Q8006678,loves victory: a tragi-comedy. [in prose and verse.] [electronic resource],loves victory: a tragi-comedy,[in prose and verse.],,,,,,"london : printed by e. cotes; sold by robert clavell, 1658.",1658,london,printed by e. cotes; sold by robert clavell,comedy
14807075,lsidyv3498db3b,"chambers, marianne.","chambers, marianne",https://www.wikidata.org/wiki/Q55381444,Q55381444,"[the school for friends, a comedy, in five acts, etc.] [electronic resource]","the school for friends, a comedy, in five acts, etc.",,another edition,,,,,"london : barker & son, 1806.",1806,london,barker & son,comedy
14807122,lsidyv345d2e6c,"chapman, george, 1559?-1634","chapman, george",https://www.wikidata.org/wiki/Q342720,Q342720,the widdowes teares. a comedie ... written by geor. chap. (g. chapman.). [electronic resource],the widdowes teares. a comedie,written by geor. chap. (g. chapman.)....,,,,,,"london : for iohn browne, 1612.",1612,london,for iohn browne,comedy
14807124,lsidyv345b1805,"chapman, george, 1559?-1634","chapman, george",https://www.wikidata.org/wiki/Q342720,Q342720,"the ball. a comedy, as it was presented by her majesties servants, at the private house in drury lane. written by george chapman, and james shirly. [electronic resource]",the ball. a comedy," as it was presented by her majesties servants, at the private house in drury lane. written by george chapman, and james shirly",,"shirley, james, 1596-1666.","shirley, james",,,"london : tho. cotes, for andrew crooke, and william cooke, 1639.",1639,london,tho. cotes for andrew crooke and william cooke,comedy
14807176,lsidyv338f3328,,,,,"[the cheats. a comedy. written in the year, m.dc.lxii. [by john wilson.]] [electronic resource]",the cheats. a comedy,"written in the year, m.dc.lxii. [by john wilson.]",the second edition,"wilson, john, recorder of londonderry.","wilson, john",,,"london : for t. collins & john ford, 1671.",1671,london,for t. collins & john ford,comedy
14807177,lsidyv3460629a,,,,,"[the cheats. a comedy. written in the year, m.dc.lxii. [by john wilson.]] [electronic resource]",the cheats. a comedy,"written in the year, m.dc.lxii. [by john wilson.]",the third edition,"wilson, john, recorder of londonderry.","wilson, john",,,"london : j. rawlins for j. wright, etc., 1684.",1684,london,j. rawlins for j. wright etc.,comedy
14807193,lsidyv349467b2,"cherry, a. (andrew), 1762-1812.","cherry, andrew",https://www.wikidata.org/wiki/Q4756596,Q4756596,"the soldier's daughter; a comedy in five acts, etc. [electronic resource]","the soldier's daughter; a comedy in five acts, etc.",,,,,,,"london : richard phillips, 1804.",1804,london,richard phillips,comedy
14807194,lsidyv34945c5e,"cherry, a. (andrew), 1762-1812.","cherry, andrew",https://www.wikidata.org/wiki/Q4756596,Q4756596,"[the soldier's daughter; a comedy in five acts, etc.] [electronic resource]","the soldier's daughter; a comedy in five acts, etc.",,the second edition,,,,,"london : richard phillips, 1804.",1804,london,richard phillips,comedy
14807327,lsidyv3a9769fd,"cibber, colley, 1671-1757","cibber, colley",https://www.wikidata.org/wiki/Q918326,Q918326,"[the careless husband. a comedy, etc.] [electronic resource]","the careless husband. a comedy, etc.",,the second edition,,,,,"london : w. davis, 1705.",1705,london,w. davis,comedy
14807398,lsidyv3a9a8309,"clarke, stephen reynolds.","clarke, stephen reynolds",,,"the kiss, a comedy, in five acts, etc. [in verse.] [electronic resource]","the kiss, a comedy, in five acts, etc.",[in verse.],,,,,,"london : longman & co., 1811.",1811,london,longman & co.,comedy
14807576,lsidyv345c835f,"cokayne, aston, sir, bart.","cokayne, aston",https://www.wikidata.org/wiki/Q4810959,Q4810959,"the obstinate lady; a new comedy, etc. [electronic resource]","the obstinate lady; a new comedy, etc.",,,,,,,"london : w. godbid for isaac pridmore, 1657.",1657,london,w. godbid for isaac pridmore,comedy
14807688,lsidyv3b784976 -- lsidyv3b7858aa -- lsidyv3b785123,"collins, edward james mortimer.","collins, edward james mortimer",https://www.wikidata.org/wiki/Q1960794,Q1960794,the village comedy. [electronic resource],the village comedy,,,"collins, frances.","collins, frances",,,"london : hurst & blackett, 1878 [1877].",1878,london,hurst & blackett,comedy
